English,Myanmar
anibal,တိရိစ္ဆာန်
cartoonist,ကာတွန်းဆရာ
pore,ချွေးပေါက်
internment,အကျယ်ချုပ်
farmed,မွေးမြူရေး
aleksandr,အလက်ဇန်းဒါး
flooring,အခင်း
citywide,မြို့လုံးဆိုင်ရာ
masturbated,တစ်ကိုယ်ရည်အာသာဖြေပါ။
uncompromising,အလျှော့မပေး
7-year-old,၇ နှစ်သား
poodles,ခွေးပေါက်များ
wifi,ဝိုင်ဖိုင်
whο,ဘာလဲ။
nguyen,ငွယင်
turntable,စားပွဲတင်စားပွဲ
colvin,ကောဗင်
cloakroom,ဝတ်ရုံ
trotting,ပြေးလွှားခြင်း။
cornfed,ပြောင်းဖူး
silliness,ရီစရာ
ángel,နတ်သမီး
contemporaries,တစ်ခေတ်
brandenburg,ဘရန်ဒင်ဘာ့ဂ်
aught,ဟင့်အင်း
overthink,အတွေးလွန်
chappy,မိုက်တယ်
conclusively,အတိအကျ
headgear,ဦးသျှောင်
visage,မျက်ခွက်
shoal,စည်းခုံ
fanta,စိတ်ကူးယဉ်
violetta,ခရမ်းရောင်
delude,မှိုင်းတိုက်သည်။
handguns,သေနတ်များ
niu,နီယူ
unlisted,စာရင်းမဝင်
bolognese,ဘိုလိုနစ်
ferns,ဖရုံပင်
mesmerizing,ဆွဲဆောင်မှုရှိသော
angular,ကျီးကန်း
inserting,ထည့်သွင်းခြင်း။
punter,အမဲလိုက်သူ
rahim,ရာဟင်
north-east,အရှေ့မြောက်
exposé,ဖော်ထုတ်ပါ။
liao,လျောင်
metcalf,ခြေသလုံးကြွက်သား
miri,မီရီ
morrie,မောရီ
benched,ခုံတန်းရှည်
worsened,ပိုဆိုးလာတယ်။
psychotherapy,စိတ်ကုထုံး
milligram,မီလီဂရမ်
misbehaved,အကျင့်ပျက်
fission,ကွဲကွဲပြားပြား
safeguards,အကာအကွယ်များ
unmask,မျက်နှာဖုံးကိုဖွင့်ပါ။
lightness,ပေါ့ပါးမှု
miura,မီရာ
tranquillity,တည်ငြိမ်ရေး
great-aunt,အဒေါ်ကြီး
bellow,အောက်တွင်
caspian,ကက်စ်ပီယံ
unwavering,မယိမ်းယိုင်
kelton,ကယ်လ်တန်
papua,ပါပူဝါ
untreated,မကုသပါ။
vai,ဝိုင်
antifreeze,အအေးခဲခြင်း
hoynes,ဟိုင်း
hehe,ဟီးဟီး
vehicular,ယာဉ်
biochemistry,ဇီဝဓာတုဗေဒ
shorthanded,လက်တို
harada,ဟာရာဒါ
bottling,ပုလင်း
sto,စတို
encountering,ကြုံတွေ့နေရပါသည်။
anatomical,ခန္ဓာဗေဒ
sinning,အပြစ်လုပ်ခြင်း
compositions,သီကုံးသည်။
afterthe,ထို့နောက်
chinks,မေးစေ့များ
non-violent,အကြမ်းမဖက်
croupier,ခရိုပီယာ
chiseled,လှီးဖြတ်ထားသည်။
35th,35 ရက်နေ့
baskerville,ဘေကာဗီးလ်
soundproof,အသံလုံ
serrated,ခြစ်ရာ
shallows,တိမ်
tompkins,နောက်ပြောင်များ
nye,နီ
criminology,ပြစ်မှုဗေဒ
girlies,မိန်းကလေးများ
horsing,မြင်း
temperate,သမ
disarming,လက်နက်ဖျက်သိမ်းရေး
drachmas,အသပြာ
awesomeness,အရမ်းကောင်း
dingle,ပျင်းရိခြင်း။
governs,အုပ်ချုပ်သည်။
bohemia,ဘိုဟေမီးယား
gunk,သေနတ်
steinberg,စတိန်းဘတ်
appetizing,စားချင်စရာ
realy,တကယ်
circe,စက်ဝိုင်း
contraire,ဆန့်ကျင်ဘက်
torturer,ညှဉ်းပန်းနှိပ်စက်သူ
insurmountable,ဖြတ်မကျော်နိုင်သော
hon.,ဟယ်။
centennial,နှစ်တစ်ရာ
purging,သန့်စင်ခြင်း။
analysing,ခွဲခြမ်းစိတ်ဖြာခြင်း။
torrente,သဲသဲမဲမဲ
taeko,တေကို
softy,နူးညံ့သော
clea,သန့်ရှင်းရေး
sarita,စာရိတ္တ
frazzled,ရှုပ်ပွနေသည်။
haim,ဟမ်
sagging,လျော့သွားခြင်း။
merch,ကုန်သွယ်
beefy,အမဲသား
hillbillies,တောင်သူလယ်သမားများ
spiraling,လိမ်ခြင်း။
capes,ငူ
ayodhya,အယုဒ္ဓယ
huggy,ပွေ့ဖက်သည်။
pms,ညနေ
uncontrollably,အထိန်းအကွပ်မရှိ
servicemen,တပ်မတော်သားများ
eveybody,လူတိုင်း
dredging,သောင်တူးခြင်း။
organist,ဇီဝဗေဒပညာရှင်
footnote,အောက်ခြေမှတ်စု
vastness,ကျယ်ပြောလှသည်။
dietz,အစားအသောက်
milkshakes,မစ်ရှိတ်
palladium,ပါလက်ဒီယမ်
anecdotes,ပုံတိုပတ်စများ
preyed,သားကောင်
shia,ရှီယာ
commited,ကတိပြုသည်။
whinny,ညည်းသည်။
spousal,အိမ်ထောင်ဖက်
lettering,စာရေးခြင်း။
propriety,အတ္တ၊
hook-up,ချိတ်ဆက်သည်
slovakia,ဆလိုဗက်ကီးယား
maldives,မော်လ်ဒိုက်
excitable,စိတ်လှုပ်ရှားစရာ
bonn,ဘွန်
kidnaps,ပြန်ပေးဆွဲ
corrosive,အဆိပ်သင့်
absorption,စုပ်ယူမှု
curley,ကောက်ကောက်
contradicts,ဆန့်ကျင်သည်။
foreclosed,တားမြစ်ထားသည်။
about,အကြောင်း
litt,နဲ
exasperated,အဒေါ်ကြီး
newsman,သတင်းသမား
awoken,နိုး
himalayan,ဟိမဝန္တာ
breeches,ဘောင်းဘီတို
amitabh,အမိဘတ်
slattery,သတ်ခြင်း
side-by-side,ဘေးချင်းကပ်
adjournment,ခေတ္တရပ်နားခြင်း။
ballads,သရုပ်ဖော်သည်။
paraded,ချီတက်ပွဲ
skewer,သီတံ
marchand,ချီတက်သည်။
isotopes,အိုင်ဆိုတုပ်
pickups,ပစ်ကပ်
newsweek,သတင်းပတ်
speculated,မှန်းဆသည်။
mage,မှော်ဆရာ
guerillas,ပြောက်ကျားများ
whopping,ဝုန်း
skier,နှင်းလျှောစီးသူ
packers,ထုပ်ပိုးသူများ
old-timers,ခေတ်ဟောင်းများ
hiked,တောင်တက်ခဲ့သည်။
swarms,ဝိုင်းအုံ
sidecar,ဘေးတွဲ
mazda,မာဇဒါ
affirmation,ကတိသစ္စာပြုခြင်း။
roomy,ချောင်ချောင်ချိချိ
contradicting,ဆန့်ကျင်ဘက်
kiln,မီးဖို
discoloration,အရောင်ပြောင်းခြင်း။
plummeting,ကျဆင်းခြင်း။
steamboat,ရေနွေးငွေ့လှေ
marchioness,ချီတက်ပွဲ
hopelessness,မျှော်လင့်ချက်မဲ့ခြင်း
on-stage,စင်ပေါ်မှာ
darin,ဒါရင်
polygamy,မိန်းမလျာများ
pieced,အပိုင်းပိုင်း
defrost,နှင်းခဲ
implicitly,သွယ်ဝိုက်၍
resonate,ပဲ့တင်ထပ်ခြင်း။
marni,မာနီ
laredo,လာရီဒို
allegra,အယ်လီဂရာ
shibata,ရှီဘာတာ
redone,ပြန်လုပ်
whassup,ဟဲဟဲ
10:00 PM,10:00 PM
occurrences,ဖြစ်ပျက်မှုများ
tangier,ထန်ဂျာ
blaire,ဘလီးယား
más,ပို
layoffs,အလုပ်မှဆင်းခြင်း။
corbyn,ကော်ဘင်
anniversaries,နှစ်ပတ်လည်နေ့များ
exhibitions,ပြပွဲများ
depicts,သရုပ်ဖော်သည်။
evander,ရှောင်ပြေး
ambiance,ပတ်ဝန်းကျင်
ploughed,ထွန်၊
lilacs,ခြင်္သေ့
mind-boggling,ထူးခြားဆန်းကြယ်သည်။
greenpeace,အစိမ်းရောင်ငြိမ်းချမ်းရေး
outposts,ကင်းစခန်းများ
hijo,ဟီဂျို
tenuous,သိမ်မွေ့သော
dignify,ဂုဏ်သိက္ခာရှိပါ။
cautionary,သတိထားစရာ
prejudicial,တရားစီရင်ရေး
evaded,တိမ်းရှောင်ခဲ့သည်။
pioneered,ရှေ့ဆောင်
boarders,ဘော်ဒါများ
flamethrower,မီးခိုးငွေ့
ginnie,ဂျင်နီ
vinaigrette,စပျစ်ရည်
mecha,မီချာ
undisciplined,စည်းကမ်းမဲ့
sanctified,သန့်ရှင်းသော
caymans,ကေးမန်
mauritius,မောရိသျှ
forthright,ပြတ်သား
redacted,ပြန်လည်ပြင်ဆင်ခဲ့သည်။
tawny,အညိုရောင်
boer,ဗောဗာ
geary,ဂီယာ
fertilize,မြေသြဇာ
willfully,ဆန္ဒရှိရှိ
m.i.t.,m.i.t
misbehaving,အကျင့်မှား
lightsaber,အလင်းဓား
ill-fated,ကံကြမ္မာဆိုး
20-minute,မိနစ် 20
but--but,ဒါပေမယ့်--ဒါပေမယ့်
georgy,ဂျော်ဂျီ
cumin,ဇီယာ
establishments,အဆောက်အဦများ
synthesis,ပေါင်းစပ်မှု
mikayla,မီကာလာ
faithfulness,သစ္စာ
feasts,အလှူပွဲများ
father-daughter,အဖေ-သမီး
ralf,မြေခွေး
laudanum,လော်ဒန်နမ်
ettore,ettor
understaffed,ဝန်ထမ်းနည်းပါးသည်။
pulsar,သွေးခုန်နှုန်း
amitabha,အမိတဘ
exhumed,ရှူရှိုက်မိသည်
a.s.a.p.,အမြန်ဆုံး။
al,အယ်လ်
stunted,လှီ
sobering,သတိထား
rickety,ခနော်ခနဲ့
kazan,ကာဇန်
ghana,ဂါနာ
four-year,လေးနှစ်
unwashed,ရေဆေးမထားပါ။
wiggly,လှုပ်လှုပ်ရွရွ
astonishingly,အံ့ဩစရာ
eeny,ဟီး
brenna,ဘရန်နာ
hookfang,ချိတ်ဖန်
effortlessly,အားစိုက်ထုတ်ပါ။
boaz,ဗောဇ
timeout,ခဏပွဲရပ်ခြင်း
cordero,ကော်ဒါရို
taxicab,တက္ကစီ
scusi,စကူစီ
ragging,စုတ်ပြဲနေသည်။
salinas,ဆယ်လီများ
houseguest,အိမ်ရှင်မ
ganging,အုပ်စုဖွဲ့ခြင်း။
loathing,ရွံရှာခြင်း။
boswell,ဘော့စ်ဝဲလ်
teaser,ကြော်ငြာ
high-quality,အရည်အသွေးမြင့်မားသော
ten-minute,ဆယ်မိနစ်
mountie,တောင်ပေါ်
divorcee,တစ်ခုလပ်
forsaking,စွန့်ပစ်ခြင်း။
parlors,အခန်းများ
koga,ကိုဂါ
huber,ဟာဘာ
nourished,ကျွေးမွေးသည်။
campground,စခန်းချကွင်း
kitano,ကီတာနို
scalps,ဦးရေပြား
shrubs,ပေါက်ပင်များ
governance,အုပ်ချုပ်မှု
johansen,ဂျိုဟန်ဆင်
overthinking,စဥ်းစားလွန်နေခြင်း
letdown,စိတ်ပျက်သည်
limey,သံပုရာသီး
supposition,ယူဆချက်
beacons,မီးတန်း
saboteurs,အဖျက်သမားများ
outgunned,သေနတ်
savino,ဆာဗီနို
lackeys,လက်ပါးစေများ
sectionals,အပိုင်းများ
rager,ဒေါသ
lite,ပေါ့ပျက်ပျက်
adulterer,အိမ်ထောင်ရေးဖောက်ပြန်သူ
disguising,ရုပ်ဖျက်ခြင်း။
jenni,ဂျနီ
timings,အချိန်ဇယား
chandramukhi,ချန်ဒမိုခီ
carsten,ကားတင်း
expectant,မျှော်လင့်ခြင်း
lela,လီလာ
we`ve,ငါတို့ရှိတယ်။
onslow,နှေးကွေးသည်။
sympathise,စာနာပါ။
somewheres,တစ်နေရာရာမှာ
n-not,n-မဟုတ်ဘူး
samara,ဆာမာရာ
rekindle,ပြန်မီးတောက်
airbag,လေအိတ်
foosball,ဘောလုံး
swooped,တရှိန်ထိုး
stateroom,ပြည်နယ်ခန်းမ
easygoing,စိတ်မပူတတ်သော
transmits,ထုတ်လွှင့်သည်။
job-,အလုပ်-
knievel,ဓား
fielder,ကွင်းလယ်ကစားသမား
talk-,စကားပြော-
horseradish,မြင်းမုန်လာ
orchards,ဥယျာဉ်ခြံများ
liston,စာရင်း
manna,နွယ
fras,ဖရက်စ်
plummeted,ကျဆင်းသွားသည်။
streamlined,ပျော့ပျောင်းသည်။
chalky,မြေဖြူ
shipmates,သင်္ဘောဖော်
evel,ဧဝ
curvature,အဖြစ်များခြင်း။
predetermined,ကြိုတင်သတ်မှတ်ထားသည်။
boatload,လှေတင်၊
choco,ချောကလက်
secretarial,အတွင်းရေးမှူး
colouring,ဆေးရောင်ခြယ်ခြင်း။
dragan,နဂါး
squeezes,ညှစ်သည်။
bolster,အားကောင်း
pissed-off,စိတ်ဆိုးသည်
uncomplicated,မရှုပ်ထွေး
contemplated,ဆင်ခြင်သည်။
josette,ဂျိုးဆက်
bovary,ဘောရုံ
overland,ကုန်းလမ်း
fevers,ဖျားခြင်း။
scavenging,အမှိုက်ပစ်ခြင်း။
incidental,မတော်တဆ
minos,မီနိုများ
pongo,ပေါင်ဂို
not-not,မဟုတ်ဘူး
klicks,ကလစ်များ
palme,ထန်းသီး
girth,လုံးပတ်
overriding,ပဓာန
avatars,ကိုယ်ပွားများ
beholden,ကြည့်ရှုခဲ့သည်။
savour,ကြိုင်
newsflash,သတင်းဖလက်ရှ်
mastering,ကျွမ်းကျွမ်းကျင်ကျင်
immeasurable,အတိုင်းအဆမရှိ
retrograde,နောက်ကြောင်းပြန်ဆုတ်
chiara,ချီရာ
cleverest,အလိမ္မာဆုံး
huntsman,မုဆိုး
insinuate,စောင်းစောင်းထိုးသည်။
progressively,အဆင့်ဆင့်
tiana,တီယာနာ
hallam,ဟလာမ်
rediscover,ပြန်လည်ရှာဖွေပါ။
glancing,ငေးကြည့်
remodeled,ပြန်လည်မွမ်းမံထားသည်။
alka,အယ်ကာ
bequeathed,အမွေဆက်ခံသည်။
rutger,ရပ်ဂျာ
chihiro,ချီဟီရို
perspiration,ချွေး
tributes,လက်ဆောင်များ
geo,ပထဝီ
paramilitary,အရံ
psychoanalyst,စိတ်ပညာရှင်
fergie,ဖာဂီ
clauses,သဘောပေါ့။
32nd,32 ရက်
deej,ဒီ့
artur,အာသာ
halil,ဟာလီ
wasnt,မဟုတ်ခဲ့ပါ။
spearhead,လှံ
scooters,စကူတာများ
slabs,ကျောက်ပြားများ
toppled,ပြုတ်ကျ
blackest,အအနက်ဆုံး
itto,အဲဒါ
duplicated,ထပ်နေသည်
hypnotism,အိပ်မွေ့ချခြင်း
degeneration,ယိုယွင်းခြင်း။
wriggling,လွန့်ခြင်း။
write-off,အကြွေးလျှော်ပစ်ခြင်း
baseless,အခြေအမြစ်မရှိသော
humpback,ကျောကုန်း
deader,သေသူ
tatters,ပြတ်သွားသည်
antagonize,ဆန့်ကျင်ဖက်
rowed,လှေလှော်
after-hours,နာရီပြီးနောက်
discontinue,ဆက်မလုပ်တော့ပါ။
did.,လုပ်ခဲ့တယ်။
cask,ဘူး
burg,ဘာ့ဂ်
erie,ရီရီ
suckered,စုတ်သည်။
whos,ဘယ်သူလဲ။
shriveled,ရှုံ့
cheetahs,ကျားသစ်များ
couldnt,မရပါ။
generalissimo,ယေဘူယျ
eco,ဂေဟစနစ်
toiled,ပင်ပန်းသည်
rance,အပြေးအလွှား
liliana,လီလီယာနာ
forgo,အနာခံပါ။
macleish,အမိုက်စား
squatter,ကျူးကျော်နေထိုင်သူ
eko,အီကို
make-out,အဆင်ပြေသည်
haνe,ဟား
khartoum,ခါတွန်
diagonal,ထောင့်ဖြတ်
anti-matter,ဆန့်ကျင်ရေးကိစ္စ
recheck,ပြန်လည်စစ်ဆေးပါ။
heart-shaped,နှလုံးပုံ
sustains,တည်တံ့သည်။
multiverse,မျိုးစုံ
ramesses,မုဆိုးများ
rewrote,ပြန်ရေးတယ်။
a.p.,a.p
senegal,ဆီနီဂေါ
yugoslav,ယူဂိုဆလပ်
seep,စိမ့်
else-,အခြား-
descendents,မျိုးဆက်များ
sepsis,သွေးဆိပ်သင့်ခြင်း
bolin,ဘိုလင်
corrie,ကော်ရီ
thickens,ထူလာသည်။
higher-ups,မြင့်မားသောအဆင့်များ
miseries,ဆင်းရဲဒုက္ခ
contrition,သံဝေဂ
kamini,ကာမီနီ
polack,ပိုလက်
applicable,သက်ဆိုင်ပါသည်။
leonor,လီယွန်နာ
additions,ထပ်လောင်း
rickman,ရစ်မန်း
arbiter,ခုံသမာဓိ
unclaimed,အရေးဆိုမထား
sizzles,မျက်မှန်များ
dejected,စိတ်ပျက်မိသည်။
retention,ထိန်းသိမ်းမှု
juke,ဟာသ
dilation,ချဲ့ထွင်ခြင်း။
manya,အများကြီး
molar,အံသွား
sacking,ထုတ်ပယ်ခြင်း။
savant,လူကောင်း
heyday,မင်္ဂလာရှိသောနေ့
loosening,ဖြေလျော့ခြင်း။
paperweight,စက္ကူအလေးချိန်
keenly,အကြိတ်အနယ်
grossed,စုစုပေါင်း
zan,ဇန်
shut-eye,မျက်စိမှိတ်
greenie,အစိမ်းရောင်
strong-willed,ပြင်းပြသောဆန္ဒ
westbound,အနောက်ဘက်
moreland,ပိုလန်
batiatus,batitus
juveniles,အရွယ်မရောက်သေးသူများ
lawyered,ရှေ့နေ
partnerships,မိတ်ဖက်များ
catch-up,မီအောင်သွားသည်
wife-,ဇနီး-
authorizing,ခွင့်ပြုချက်
mementos,အမှတ်တရများ
haggling,ပွေ့ဖက်ခြင်း။
stillson,အသံတိတ်
abla,အေဗလာ
felled,လဲကျသွားတယ်။
directives,ညွှန်ကြားချက်များ
collard,ကော်လာ
unexplainable,မရှင်းပြနိုင်သော
lapdog,လက်ဆွဲခွေး
do-gooder,ကောင်းမြတ်သော
rectangle,စတုဂံ
seducer,သွေးဆောင်ဖြားယောင်းသူ
undergraduate,ဘွဲ့ကြို
crawler,စာရေးကိရိယာ
freemasons,အလွတ်သမား
co-ed,ပူးတွဲ ed
mountainous,တောင်တန်း
asthmatic,ပန်းနာ
hüseyin,ဟူစိန်
renown,ကျော်ကြားသည်။
feel-,ခံစား-
playmates,ကစားဖော်များ
friendlier,မိတ်ဆွေကောင်း
handprint,လက်ဗွေ
cranberries,စတော်ဘယ်ရီသီး
long-standing,နှစ်ရှည်လများ
wino,ဝိုင်နို
rabbis,ရဗ္ဗိ
burnout,ပင်ပန်းနွမ်းနယ်ခြင်း။
itt,အဲဒါ
paterson,ပက်တာဆင်
fireballs,မီးလုံးများ
scaly,အကျုံးဝင်သည်။
notifying,အသိပေးခြင်း။
deliberations,ဆွေးနွေးမှုများ
bunt,ပေါင်
subsidy,ထောက်ပံ့ကြေး
susy,ဆူဇီ
fagin,ဖယောင်းတိုင်
bama,ဘားမား
drafty,မူကြမ်း
metallica,သတ္တု
unintentional,မရည်ရွယ်ပါ။
gael,ဂေးလ်
stoy,စတွိုင်း
avocados,ထောပတ်သီး
vir,ဗိုင်းရပ်စ်
amis,အေမစ်
car-,ကား-
supremely,လွန်ကဲသော
repented,နောင်တရ
sirloin,ကြက်သွန်ဖြူ
caulfield,ကော်ဖီး
retains,သိမ်းသည်။
gorgon,ဂေါ်ဂွန်
globalization,ဂလိုဘယ်လိုက်ဇေးရှင်း
florins,ဖလိုရင်း
cates,အမျိုးအစားများ
americana,အမေရိကား
mitsuru,မစ်ဆူရူ
fathoms,နားလည်မှု
tangiers,ကျားများ
powwow,powow
rescuers,ကယ်ဆယ်ရေးသမားများ
dogging,doggging
one-bedroom,အိပ်ခန်းတစ်ခန်း
chil,ငရုပ်ကောင်း
unbiased,ဘက်မလိုက်သော
corwin,ကော်ဝင်
comparisons,နှိုင်းယှဉ်မှုများ
promissory,ကတိပေးသည်။
whoopi,ဟွန်း
ji-won,ဂျီဝမ်
24-year-old,အသက် ၂၄ နှစ်
airliner,လေကြောင်းလိုင်း
ridgeway,တောင်ကြော
stratford,စထရက်ဖို့ဒ်
nonsensical,မဆီမဆိုင်
commended,ချီးမွမ်းသည်။
villainy,လူဆိုး
boor,ဗောရ်
euphoric,ကြည်နူးစရာ
disloyalty,သစ္စာမဲ့ခြင်း။
payoffs,ပေးဆပ်မှုများ
verbatim,စကားအပြောအဆို
boisterous,ရတယ်ဆိုတဲ့
roop,ကြိုးဝိုင်း
caregiver,ပြုစုစောင့်ရှောက်သူ
keira,ကီရာ
cojones,အပေါင်းအသင်းများ
bicarbonate,ဘိုကာဗွန်နိတ်
jeet,ဂျစ်
18th-century,18 ရာစု
gordie,ဂေါ်ဒီ
incinerate,မီးရှို့ဖျက်ဆီး
intervening,ဝင်ရောက်စွက်ဖက်ခြင်း။
junta,စစ်အစိုးရ
strategize,ဗျူဟာချပါ။
spiky,စူးစူးရှရှ
applebee,ပန်းသီးဘီ
spurned,လှည့်စားသည်။
prescribing,ဆေးညွှန်း
daydreams,နေ့အိပ်မက်များ
heroically,သူရဲကောင်းဆန်တယ်။
identifiable,ဖော်ထုတ်နိုင်သော
after-party,ပွဲအပြီး
decompose,ပြိုကွဲ
non-profit,အကျိုးအမြတ်မယူ
inverse,ပြောင်းပြန်
misused,အလွဲသုံးစားလုပ်
swayze,လှုပ်လှုပ်ရွရွ
weevil,ပိုး
ishmael,ဣရှမေလ
doo-dah,ဒိုး-ဒါး
dooku,ဒူးကု
screamin,အော်ဟစ်
cussing,ဆဲဆိုခြင်း၊
manoj,မာနို
dyes,ဆိုးဆေး
rejust,ပယ်ချပါ။
rumsfeld,ရမ်ဖီး
yore,ဟိုး
langer,လန်းဂျာ
gush,ဟုပ်
perrier,ပရီယာ
coyle,ဘွိုင်း
drunkenly,မူးသည်။
booyah,ဘိုယာ
gated,တံခါးပိတ်
blowfish,မှုတ်ငါး
crockery,ပန်းကန်ခွက်ယောက်
bloodstained,သွေးစွန်း
lapsed,ကုန်ဆုံးသွားသည်။
sparse,ကျဲ
re-we,ငါတို့ပြန်
rescind,ပြန်ပစ်သည်။
first-name,နာမည်
outbid,သာလွန်သည်။
provenance,သက်သေ
swifty,လျင်မြန်သည်။
underdogs,အောက်ခွေးများ
tearfully,မျက်ရည်စက်လက်
fritter,ကြော်
clogging,ပိတ်ဆို့ခြင်း။
converging,ဆုံစည်းခြင်း။
dec,ဒီဇင်ဘာ
suleyman,ဆူလီမန်
gov,အစိုးရ
groped,လှမ်းကြည့်လိုက်သည်။
3:00 PM,ညနေ ၃း၀၀
slits,အပေါက်များ
fledgling,အပျံသင်
erectile,လိင်အင်္ဂါ
proportional,အချိုးကျ
linoleum,ဖယောင်းပုဆိုး
operatic,ခွဲစိတ်မှု
sardinia,ဆာဒီနီးယား
puddings,ပူတင်းများ
mildew,အနာ
glaucoma,ရေတိမ်
them.,သူတို့ကို။
lobbyists,လော်ဘီသမားများ
unconsciousness,သတိလစ်ခြင်း။
vying,ယှဉ်ပြိုင်ခြင်း။
catechism,မြတ်စွာဘုရား
mysticism,ဝိဇ္ဇာပညာ
mustaches,နှုတ်ခမ်းမွှေး
hassled,အလုပ်ရှုပ်သည်။
addictions,စွဲလမ်းမှု
azure,ပြာရောင်
emphatically,လေးနက်စွာ
tereza,ထရီဇာ
wean,နို့ဖြတ်
disorientation,စိတ်ရှုပ်ထွေးခြင်း
fosters,မွေးစားသည်။
skupin,စကူပင်
engages,ပါဝင်နေသည်။
tentacle,ရွက်ဖျင်
shouidn,shuidn
legality,ဥပဒေနဲ့အညီ
winging,တောင်ပံ
thorndyke,ဆူးပင်
growers,စိုက်ပျိုးသူများ
unfeeling,မခံစားတတ်
touker,ယူကာ
narnia,နာနီ
kuroda,ကူရိုဒါ
mayko,မေကို
roadhouse,လမ်းအိမ်
moonstone,လကျောက်
hails,မိုးသီး
harkonnen,ဟာကွန်နက်
a-list,စာရင်းတစ်ခု
enright,မှန်ပါတယ်။
phrasing,စကားအသုံးအနှုန်း
peepers,pepers
facedown,မှောက်လျက်
fortify,ခိုင်ခံ့သည်။
kike,ကီ
seashells,ပင်လယ်ခွံများ
pharma,ဆေးဆိုင်
léo,လီယို
commendatore,ချီးမွမ်းသည်။
nuance,ထူးထူးခြားခြား
flurry,ပျာယာခတ်
ticktock,လက်မှတ်
powerfully,အားကြီးသည်။
refresher,မွမ်းမံ
tigh,တင်းကျပ်
fervor,စိတ်အားထက်သန်မှု
compensating,လျော်ကြေးပေးခြင်း
fortresses,ခံတပ်များ
decommissioned,ရာထူးမှထုတ်ခံရသည်။
immorality,အကျင့်ပျက်မှု၊
reactivate,ပြန်လည်အသက်သွင်းပါ။
commencement,စတင်ခြင်း
tripathi,ထရီပသီ
synchronization,ထပ်တူပြုခြင်း။
squished,squided
innocuous,အပြစ်ကင်းသော
authenticate,စစ်မှန်ကြောင်းသက်သေပြပါ။
apologetic,တောင်းပန်သည်။
yutaka,ယတက
typewriters,လက်နှိပ်စက်များ
cherub,ခေရုဗိမ်
grime,အမှိုက်
interception,ကြားဖြတ်
tablecloths,စားပွဲခင်း
millimetre,တအုပ်
blow-up,မှုတ်
sena,ဆီနာ
shrivel,ငရုတ်သီး
replicated,ပုံတူကူးထားသည်။
slow-motion,အနှေးပြကွက်
ariana,အာရီယာနာ
hieroglyphs,ပုံကြမ်းများ
empower,ခွန်အားပေးပါ။
eugenics,ယူဂနစ်များ
τhe,သူ
taunts,ကဲ့ရဲ့ခြင်း
flesh-eating,အသားစားခြင်း။
rationalize,ကျိုးကြောင်းဆီလျော်မှု
one-day,တစ်နေ့မှာ
mooch,မုချ
deductible,နုတ်ယူနိုင်သည်။
stepsister,မိထွေး
reproduced,ပြန်ထုတ်ပေးသည်။
wisteria,ခရမ်းနုရောင်
aster,မေမြို့
dennison,ဒင်းနစ်
stoves,မီးဖိုများ
skilful,လိမ္မာသော
vlado,ဗလာဒို
wounding,ဒဏ်ရာ
zoran,ဇိုရန်
thistle,ဆူးပင်
conducive,အထောက်အကူဖြစ်စေသည်။
flexing,ပျော့ပြောင်းခြင်း။
fourteenth,ဆယ့်လေး
togo,တိုဂို
delightfully,ကြည်နူးစရာ
jettison,ဂျက်စတန်
dissatisfaction,မကျေနပ်မှု
buyout,ဝယ်ယူမှု
culpepper,ငရုတ်ကောင်း
henny,ဟင်နီ
trieste,ဆီးသီး
imperfection,မစုံလင်မှု
insincere,မရိုးသားသော
co-star,တွဲဖက်သရုပ်ဆောင်
overpaid,ပိုပေးတယ်။
takuya,တာကူယာ
mete,met
out,ထွက်
vindicated,သက်သေပြခဲ့သည်။
eggshells,ဥခွံများ
tune-up,ညှိ
forearms,လက်ဖျံ
redevelopment,ပြန်လည်ဖွံ့ဖြိုးတိုးတက်ရေး
gamers,ဂိမ်းကစားသူများ
javert,ယိမ်း
cowering,ကုပ်ကုပ်
rashes,အဖုများ
earphones,နားကြပ်များ
kurds,ကာ့ဒ်များ
greenfield,စိမ်းလန်းသောလယ်ကွင်း
hostesses,အိမ်ရှင်မ
fenced,ခြံခတ်ထားသည်။
seizes,သိမ်းသည်။
huntress,မုဆိုး
evaporates,အငွေ့ပျံသည်။
divvy,ကွဲပြားသော
castration,သင်းကွပ်ခြင်း။
kickbacks,လာဘ်လာဘ
earnestly,စိတ်ရောကိုယ်ပါ
fiberglass,ဖိုက်ဘာမှန်
invents,တီထွင်သည်။
stopper,ဆို့
foetus,သန္ဓေသား
desecration,အရှက်ခွဲခြင်း။
ryota,ရီယိုတာ
ith,အိုင်တီ
disapproved,အတည်မပြု
truant,ကျောင်းပြေး
weaklings,အားနည်းသူများ
skimpy,ကောက်ကျစ်သော
freeways,အဝေးပြေးလမ်းများ
ex-girlfriends,ရည်းစားဟောင်းများ
carry-on,ဆက်လုပ်ပါ
fuming,မီးခိုးငွေ့
ambien,ပတ်ဝန်းကျင်
whitelighter,မီးခြစ်
12:00 PM,12:00 PM
harvester,ကောက်ရိတ်သူ
requisitioned,ခေါ်ယူခဲ့သည်။
wheelie,ဘီးဘီး
galan,ဂါလန်
wrongfully,မတရားသဖြင့်
fatale,ဆိုးဝါးသော
snarl,ညည်းသည်။
giorno,ဂျော်နို
ascendant,နေပြီလား။
siya,စီယာ
flirtatious,ပရောပလုပ်သည်။
